Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_000003195.3	Primary Assembly	Un			KV917835.1	Chromosome	NW_018396845.1	unplaced-scaffold	3877			super_1728
GCA_000003195.3	Primary Assembly	Un			KV917836.1	Chromosome	NW_018396846.1	unplaced-scaffold	3868			super_1733
GCA_000003195.3	Primary Assembly	Un			KV917837.1	Chromosome	NW_018396847.1	unplaced-scaffold	3968			super_1734
GCA_000003195.3	Primary Assembly	Un			KV917838.1	Chromosome	NW_018396848.1	unplaced-scaffold	3867			super_1736
GCA_000003195.3	Primary Assembly	Un			KV917839.1	Chromosome	NW_018396849.1	unplaced-scaffold	3961			super_1740
GCA_000003195.3	Primary Assembly	Un			KV917840.1	Chromosome	NW_018396850.1	unplaced-scaffold	3861			super_1741
GCA_000003195.3	Primary Assembly	Un			KV917841.1	Chromosome	NW_018396851.1	unplaced-scaffold	3851			super_1748
GCA_000003195.3	Primary Assembly	Un			KV917842.1	Chromosome	NW_018396852.1	unplaced-scaffold	3849			super_1750
GCA_000003195.3	Primary Assembly	Un			KV917843.1	Chromosome	NW_018396853.1	unplaced-scaffold	3848			super_1751
GCA_000003195.3	Primary Assembly	Un			KV917844.1	Chromosome	NW_018396854.1	unplaced-scaffold	3843			super_1756
GCA_000003195.3	Primary Assembly	Un			KV917845.1	Chromosome	NW_018396855.1	unplaced-scaffold	3841			super_1758
GCA_000003195.3	Primary Assembly	Un			KV917846.1	Chromosome	NW_018396856.1	unplaced-scaffold	3830			super_1769
GCA_000003195.3	Primary Assembly	Un			KV917847.1	Chromosome	NW_018396857.1	unplaced-scaffold	4468			super_1774
GCA_000003195.3	Primary Assembly	Un			KV917848.1	Chromosome	NW_018396858.1	unplaced-scaffold	3823			super_1779
GCA_000003195.3	Primary Assembly	Un			KV917849.1	Chromosome	NW_018396859.1	unplaced-scaffold	3812			super_1785
GCA_000003195.3	Primary Assembly	Un			KV917850.1	Chromosome	NW_018396860.1	unplaced-scaffold	4340			super_1789
GCA_000003195.3	Primary Assembly	Un			KV917851.1	Chromosome	NW_018396861.1	unplaced-scaffold	3805			super_1791
GCA_000003195.3	Primary Assembly	Un			KV917852.1	Chromosome	NW_018396862.1	unplaced-scaffold	3803			super_1794
GCA_000003195.3	Primary Assembly	Un			KV917853.1	Chromosome	NW_018396863.1	unplaced-scaffold	3802			super_1795
GCA_000003195.3	Primary Assembly	Un			KV917854.1	Chromosome	NW_018396864.1	unplaced-scaffold	3897			super_1800
GCA_000003195.3	Primary Assembly	Un			KV917855.1	Chromosome	NW_018396865.1	unplaced-scaffold	3796			super_1801
GCA_000003195.3	Primary Assembly	Un			KV917856.1	Chromosome	NW_018396866.1	unplaced-scaffold	3792			super_1804
GCA_000003195.3	Primary Assembly	Un			KV917857.1	Chromosome	NW_018396867.1	unplaced-scaffold	3892			super_1805
GCA_000003195.3	Primary Assembly	Un			KV917858.1	Chromosome	NW_018396868.1	unplaced-scaffold	3777			super_1818
GCA_000003195.3	Primary Assembly	Un			KV917859.1	Chromosome	NW_018396869.1	unplaced-scaffold	3769			super_1828
GCA_000003195.3	Primary Assembly	Un			KV917860.1	Chromosome	NW_018396870.1	unplaced-scaffold	3934			super_1832
GCA_000003195.3	Primary Assembly	Un			KV917861.1	Chromosome	NW_018396871.1	unplaced-scaffold	3759			super_1834
GCA_000003195.3	Primary Assembly	Un			KV917862.1	Chromosome	NW_018396872.1	unplaced-scaffold	7590			super_1837
GCA_000003195.3	Primary Assembly	Un			KV917863.1	Chromosome	NW_018396873.1	unplaced-scaffold	3757			super_1838
GCA_000003195.3	Primary Assembly	Un			KV917864.1	Chromosome	NW_018396874.1	unplaced-scaffold	3756			super_1839
GCA_000003195.3	Primary Assembly	Un			KV917865.1	Chromosome	NW_018396875.1	unplaced-scaffold	3755			super_1841
GCA_000003195.3	Primary Assembly	Un			KV917866.1	Chromosome	NW_018396876.1	unplaced-scaffold	3749			super_1846
GCA_000003195.3	Primary Assembly	Un			KV917867.1	Chromosome	NW_018396877.1	unplaced-scaffold	3741			super_1852
GCA_000003195.3	Primary Assembly	Un			KV917868.1	Chromosome	NW_018396878.1	unplaced-scaffold	3724			super_1857
GCA_000003195.3	Primary Assembly	Un			KV917869.1	Chromosome	NW_018396879.1	unplaced-scaffold	3716			super_1869
GCA_000003195.3	Primary Assembly	Un			KV917870.1	Chromosome	NW_018396880.1	unplaced-scaffold	3710			super_1875
GCA_000003195.3	Primary Assembly	Un			KV917871.1	Chromosome	NW_018396881.1	unplaced-scaffold	3807			super_1877
GCA_000003195.3	Primary Assembly	Un			KV917872.1	Chromosome	NW_018396882.1	unplaced-scaffold	3891			super_1881
GCA_000003195.3	Primary Assembly	Un			KV917873.1	Chromosome	NW_018396883.1	unplaced-scaffold	3699			super_1884
GCA_000003195.3	Primary Assembly	Un			KV917874.1	Chromosome	NW_018396884.1	unplaced-scaffold	4067			super_1903
GCA_000003195.3	Primary Assembly	Un			KV917875.1	Chromosome	NW_018396885.1	unplaced-scaffold	3671			super_1908
GCA_000003195.3	Primary Assembly	Un			KV917876.1	Chromosome	NW_018396886.1	unplaced-scaffold	3664			super_1913
GCA_000003195.3	Primary Assembly	Un			KV917877.1	Chromosome	NW_018396887.1	unplaced-scaffold	4291			super_1918
GCA_000003195.3	Primary Assembly	Un			KV917878.1	Chromosome	NW_018396888.1	unplaced-scaffold	3656			super_1919
GCA_000003195.3	Primary Assembly	Un			KV917879.1	Chromosome	NW_018396889.1	unplaced-scaffold	3636			super_1938
GCA_000003195.3	Primary Assembly	Un			KV917880.1	Chromosome	NW_018396890.1	unplaced-scaffold	3621			super_1951
GCA_000003195.3	Primary Assembly	Un			KV917881.1	Chromosome	NW_018396891.1	unplaced-scaffold	4495			super_1955
GCA_000003195.3	Primary Assembly	Un			KV917882.1	Chromosome	NW_018396892.1	unplaced-scaffold	3615			super_1959
GCA_000003195.3	Primary Assembly	Un			KV917883.1	Chromosome	NW_018396893.1	unplaced-scaffold	3606			super_1967
GCA_000003195.3	Primary Assembly	Un			KV917884.1	Chromosome	NW_018396894.1	unplaced-scaffold	3600			super_1974
GCA_000003195.3	Primary Assembly	Un			KV917885.1	Chromosome	NW_018396895.1	unplaced-scaffold	3589			super_1981
GCA_000003195.3	Primary Assembly	Un			KV917886.1	Chromosome	NW_018396896.1	unplaced-scaffold	3588			super_1983
GCA_000003195.3	Primary Assembly	Un			KV917887.1	Chromosome	NW_018396897.1	unplaced-scaffold	4320			super_1987
GCA_000003195.3	Primary Assembly	Un			KV917888.1	Chromosome	NW_018396898.1	unplaced-scaffold	4022			super_1994
GCA_000003195.3	Primary Assembly	Un			KV917889.1	Chromosome	NW_018396899.1	unplaced-scaffold	3561			super_1996
GCA_000003195.3	Primary Assembly	Un			KV917890.1	Chromosome	NW_018396900.1	unplaced-scaffold	3557			super_2002
GCA_000003195.3	Primary Assembly	Un			KV917891.1	Chromosome	NW_018396901.1	unplaced-scaffold	5585			super_2003
GCA_000003195.3	Primary Assembly	Un			KV917892.1	Chromosome	NW_018396902.1	unplaced-scaffold	3545			super_2012
GCA_000003195.3	Primary Assembly	Un			KV917893.1	Chromosome	NW_018396903.1	unplaced-scaffold	3539			super_2018
GCA_000003195.3	Primary Assembly	Un			KV917894.1	Chromosome	NW_018396904.1	unplaced-scaffold	3538			super_2019
GCA_000003195.3	Primary Assembly	Un			KV917895.1	Chromosome	NW_018396905.1	unplaced-scaffold	3634			super_2027
GCA_000003195.3	Primary Assembly	Un			KV917896.1	Chromosome	NW_018396906.1	unplaced-scaffold	3524			super_2035
GCA_000003195.3	Primary Assembly	Un			KV917897.1	Chromosome	NW_018396907.1	unplaced-scaffold	3520			super_2039
GCA_000003195.3	Primary Assembly	Un			KV917898.1	Chromosome	NW_018396908.1	unplaced-scaffold	3518			super_2042
GCA_000003195.3	Primary Assembly	Un			KV917899.1	Chromosome	NW_018396909.1	unplaced-scaffold	3506			super_2056
GCA_000003195.3	Primary Assembly	Un			KV917900.1	Chromosome	NW_018396910.1	unplaced-scaffold	3496			super_2063
GCA_000003195.3	Primary Assembly	Un			KV917901.1	Chromosome	NW_018396911.1	unplaced-scaffold	3593			super_2065
GCA_000003195.3	Primary Assembly	Un			KV917902.1	Chromosome	NW_018396912.1	unplaced-scaffold	3490			super_2071
GCA_000003195.3	Primary Assembly	Un			KV917903.1	Chromosome	NW_018396913.1	unplaced-scaffold	3589			super_2072
GCA_000003195.3	Primary Assembly	Un			KV917904.1	Chromosome	NW_018396914.1	unplaced-scaffold	3486			super_2075
GCA_000003195.3	Primary Assembly	Un			KV917905.1	Chromosome	NW_018396915.1	unplaced-scaffold	3482			super_2078
GCA_000003195.3	Primary Assembly	Un			KV917906.1	Chromosome	NW_018396916.1	unplaced-scaffold	3481			super_2079
GCA_000003195.3	Primary Assembly	Un			KV917907.1	Chromosome	NW_018396917.1	unplaced-scaffold	3481			super_2080
GCA_000003195.3	Primary Assembly	Un			KV917908.1	Chromosome	NW_018396918.1	unplaced-scaffold	3480			super_2081
GCA_000003195.3	Primary Assembly	Un			KV917909.1	Chromosome	NW_018396919.1	unplaced-scaffold	3477			super_2082
GCA_000003195.3	Primary Assembly	Un			KV917910.1	Chromosome	NW_018396920.1	unplaced-scaffold	3718			super_2083
GCA_000003195.3	Primary Assembly	Un			KV917911.1	Chromosome	NW_018396921.1	unplaced-scaffold	3476			super_2084
GCA_000003195.3	Primary Assembly	Un			KV917912.1	Chromosome	NW_018396922.1	unplaced-scaffold	3472			super_2089
GCA_000003195.3	Primary Assembly	Un			KV917913.1	Chromosome	NW_018396923.1	unplaced-scaffold	3468			super_2092
GCA_000003195.3	Primary Assembly	Un			KV917914.1	Chromosome	NW_018396924.1	unplaced-scaffold	3912			super_2098
GCA_000003195.3	Primary Assembly	Un			KV917915.1	Chromosome	NW_018396925.1	unplaced-scaffold	3452			super_2105
GCA_000003195.3	Primary Assembly	Un			KV917916.1	Chromosome	NW_018396926.1	unplaced-scaffold	3445			super_2108
GCA_000003195.3	Primary Assembly	Un			KV917917.1	Chromosome	NW_018396927.1	unplaced-scaffold	3542			super_2109
GCA_000003195.3	Primary Assembly	Un			KV917918.1	Chromosome	NW_018396928.1	unplaced-scaffold	3432			super_2120
GCA_000003195.3	Primary Assembly	Un			KV917919.1	Chromosome	NW_018396929.1	unplaced-scaffold	3431			super_2122
GCA_000003195.3	Primary Assembly	Un			KV917920.1	Chromosome	NW_018396930.1	unplaced-scaffold	3414			super_2139
GCA_000003195.3	Primary Assembly	Un			KV917921.1	Chromosome	NW_018396931.1	unplaced-scaffold	3412			super_2142
GCA_000003195.3	Primary Assembly	Un			KV917922.1	Chromosome	NW_018396932.1	unplaced-scaffold	3510			super_2144
GCA_000003195.3	Primary Assembly	Un			KV917923.1	Chromosome	NW_018396933.1	unplaced-scaffold	3407			super_2149
GCA_000003195.3	Primary Assembly	Un			KV917924.1	Chromosome	NW_018396934.1	unplaced-scaffold	3405			super_2150
GCA_000003195.3	Primary Assembly	Un			KV917925.1	Chromosome	NW_018396935.1	unplaced-scaffold	3398			super_2156
GCA_000003195.3	Primary Assembly	Un			KV917926.1	Chromosome	NW_018396936.1	unplaced-scaffold	3397			super_2157
GCA_000003195.3	Primary Assembly	Un			KV917927.1	Chromosome	NW_018396937.1	unplaced-scaffold	3767			super_2161
GCA_000003195.3	Primary Assembly	Un			KV917928.1	Chromosome	NW_018396938.1	unplaced-scaffold	3390			super_2163
GCA_000003195.3	Primary Assembly	Un			KV917929.1	Chromosome	NW_018396939.1	unplaced-scaffold	3829			super_2164
GCA_000003195.3	Primary Assembly	Un			KV917930.1	Chromosome	NW_018396940.1	unplaced-scaffold	3485			super_2171
GCA_000003195.3	Primary Assembly	Un			KV917931.1	Chromosome	NW_018396941.1	unplaced-scaffold	3382			super_2174
GCA_000003195.3	Primary Assembly	Un			KV917932.1	Chromosome	NW_018396942.1	unplaced-scaffold	3473			super_2182
GCA_000003195.3	Primary Assembly	Un			KV917933.1	Chromosome	NW_018396943.1	unplaced-scaffold	3583			super_2184
GCA_000003195.3	Primary Assembly	Un			KV917934.1	Chromosome	NW_018396944.1	unplaced-scaffold	3363			super_2191
GCA_000003195.3	Primary Assembly	Un			KV917935.1	Chromosome	NW_018396945.1	unplaced-scaffold	3353			super_2197
GCA_000003195.3	Primary Assembly	Un			KV917936.1	Chromosome	NW_018396946.1	unplaced-scaffold	3452			super_2199
GCA_000003195.3	Primary Assembly	Un			KV917937.1	Chromosome	NW_018396947.1	unplaced-scaffold	3350			super_2202
GCA_000003195.3	Primary Assembly	Un			KV917938.1	Chromosome	NW_018396948.1	unplaced-scaffold	3344			super_2210
GCA_000003195.3	Primary Assembly	Un			KV917939.1	Chromosome	NW_018396949.1	unplaced-scaffold	4284			super_2211
GCA_000003195.3	Primary Assembly	Un			KV917940.1	Chromosome	NW_018396950.1	unplaced-scaffold	3341			super_2214
GCA_000003195.3	Primary Assembly	Un			KV917941.1	Chromosome	NW_018396951.1	unplaced-scaffold	3438			super_2217
GCA_000003195.3	Primary Assembly	Un			KV917942.1	Chromosome	NW_018396952.1	unplaced-scaffold	3336			super_2220
GCA_000003195.3	Primary Assembly	Un			KV917943.1	Chromosome	NW_018396953.1	unplaced-scaffold	3487			super_2222
GCA_000003195.3	Primary Assembly	Un			KV917944.1	Chromosome	NW_018396954.1	unplaced-scaffold	3331			super_2226
GCA_000003195.3	Primary Assembly	Un			KV917945.1	Chromosome	NW_018396955.1	unplaced-scaffold	3328			super_2228
GCA_000003195.3	Primary Assembly	Un			KV917946.1	Chromosome	NW_018396956.1	unplaced-scaffold	3328			super_2229
GCA_000003195.3	Primary Assembly	Un			KV917947.1	Chromosome	NW_018396957.1	unplaced-scaffold	3324			super_2233
GCA_000003195.3	Primary Assembly	Un			KV917948.1	Chromosome	NW_018396958.1	unplaced-scaffold	3423			super_2235
GCA_000003195.3	Primary Assembly	Un			KV917949.1	Chromosome	NW_018396959.1	unplaced-scaffold	3421			super_2237
GCA_000003195.3	Primary Assembly	Un			KV917950.1	Chromosome	NW_018396960.1	unplaced-scaffold	3313			super_2246
GCA_000003195.3	Primary Assembly	Un			KV917951.1	Chromosome	NW_018396961.1	unplaced-scaffold	3306			super_2250
GCA_000003195.3	Primary Assembly	Un			KV917952.1	Chromosome	NW_018396962.1	unplaced-scaffold	3401			super_2255
GCA_000003195.3	Primary Assembly	Un			KV917953.1	Chromosome	NW_018396963.1	unplaced-scaffold	3297			super_2260
GCA_000003195.3	Primary Assembly	Un			KV917954.1	Chromosome	NW_018396964.1	unplaced-scaffold	3291			super_2265
GCA_000003195.3	Primary Assembly	Un			KV917955.1	Chromosome	NW_018396965.1	unplaced-scaffold	3291			super_2266
GCA_000003195.3	Primary Assembly	Un			KV917956.1	Chromosome	NW_018396966.1	unplaced-scaffold	3290			super_2269
GCA_000003195.3	Primary Assembly	Un			KV917957.1	Chromosome	NW_018396967.1	unplaced-scaffold	3388			super_2272
GCA_000003195.3	Primary Assembly	Un			KV917958.1	Chromosome	NW_018396968.1	unplaced-scaffold	3286			super_2273
GCA_000003195.3	Primary Assembly	Un			KV917959.1	Chromosome	NW_018396969.1	unplaced-scaffold	3282			super_2276
GCA_000003195.3	Primary Assembly	Un			KV917960.1	Chromosome	NW_018396970.1	unplaced-scaffold	3267			super_2290
GCA_000003195.3	Primary Assembly	Un			KV917961.1	Chromosome	NW_018396971.1	unplaced-scaffold	3267			super_2291
GCA_000003195.3	Primary Assembly	Un			KV917962.1	Chromosome	NW_018396972.1	unplaced-scaffold	3265			super_2292
GCA_000003195.3	Primary Assembly	Un			KV917963.1	Chromosome	NW_018396973.1	unplaced-scaffold	3264			super_2294
GCA_000003195.3	Primary Assembly	Un			KV917964.1	Chromosome	NW_018396974.1	unplaced-scaffold	3359			super_2299
GCA_000003195.3	Primary Assembly	Un			KV917965.1	Chromosome	NW_018396975.1	unplaced-scaffold	3258			super_2300
GCA_000003195.3	Primary Assembly	Un			KV917966.1	Chromosome	NW_018396976.1	unplaced-scaffold	3251			super_2305
GCA_000003195.3	Primary Assembly	Un			KV917967.1	Chromosome	NW_018396977.1	unplaced-scaffold	3762			super_2310
GCA_000003195.3	Primary Assembly	Un			KV917968.1	Chromosome	NW_018396978.1	unplaced-scaffold	3244			super_2312
GCA_000003195.3	Primary Assembly	Un			KV917969.1	Chromosome	NW_018396979.1	unplaced-scaffold	3239			super_2315
GCA_000003195.3	Primary Assembly	Un			KV917970.1	Chromosome	NW_018396980.1	unplaced-scaffold	3236			super_2316
GCA_000003195.3	Primary Assembly	Un			KV917971.1	Chromosome	NW_018396981.1	unplaced-scaffold	3229			super_2321
GCA_000003195.3	Primary Assembly	Un			KV917972.1	Chromosome	NW_018396982.1	unplaced-scaffold	3910			super_2334
GCA_000003195.3	Primary Assembly	Un			KV917973.1	Chromosome	NW_018396983.1	unplaced-scaffold	3219			super_2337
GCA_000003195.3	Primary Assembly	Un			KV917974.1	Chromosome	NW_018396984.1	unplaced-scaffold	3213			super_2342
GCA_000003195.3	Primary Assembly	Un			KV917975.1	Chromosome	NW_018396985.1	unplaced-scaffold	3207			super_2347
GCA_000003195.3	Primary Assembly	Un			KV917976.1	Chromosome	NW_018396986.1	unplaced-scaffold	3207			super_2348
GCA_000003195.3	Primary Assembly	Un			KV917977.1	Chromosome	NW_018396987.1	unplaced-scaffold	3293			super_2355
GCA_000003195.3	Primary Assembly	Un			KV917978.1	Chromosome	NW_018396988.1	unplaced-scaffold	3192			super_2357
GCA_000003195.3	Primary Assembly	Un			KV917979.1	Chromosome	NW_018396989.1	unplaced-scaffold	3190			super_2359
GCA_000003195.3	Primary Assembly	Un			KV917980.1	Chromosome	NW_018396990.1	unplaced-scaffold	3284			super_2369
GCA_000003195.3	Primary Assembly	Un			KV917981.1	Chromosome	NW_018396991.1	unplaced-scaffold	4286			super_2370
GCA_000003195.3	Primary Assembly	Un			KV917982.1	Chromosome	NW_018396992.1	unplaced-scaffold	3181			super_2371
GCA_000003195.3	Primary Assembly	Un			KV917983.1	Chromosome	NW_018396993.1	unplaced-scaffold	3169			super_2385
GCA_000003195.3	Primary Assembly	Un			KV917984.1	Chromosome	NW_018396994.1	unplaced-scaffold	3167			super_2388
GCA_000003195.3	Primary Assembly	Un			KV917985.1	Chromosome	NW_018396995.1	unplaced-scaffold	3160			super_2395
GCA_000003195.3	Primary Assembly	Un			KV917986.1	Chromosome	NW_018396996.1	unplaced-scaffold	3152			super_2407
GCA_000003195.3	Primary Assembly	Un			KV917987.1	Chromosome	NW_018396997.1	unplaced-scaffold	3150			super_2410
GCA_000003195.3	Primary Assembly	Un			KV917988.1	Chromosome	NW_018396998.1	unplaced-scaffold	3401			super_2413
GCA_000003195.3	Primary Assembly	Un			KV917989.1	Chromosome	NW_018396999.1	unplaced-scaffold	3146			super_2414
GCA_000003195.3	Primary Assembly	Un			KV917990.1	Chromosome	NW_018397000.1	unplaced-scaffold	3144			super_2415
GCA_000003195.3	Primary Assembly	Un			KV917991.1	Chromosome	NW_018397001.1	unplaced-scaffold	3143			super_2416
GCA_000003195.3	Primary Assembly	Un			KV917992.1	Chromosome	NW_018397002.1	unplaced-scaffold	3116			super_2437
GCA_000003195.3	Primary Assembly	Un			KV917993.1	Chromosome	NW_018397003.1	unplaced-scaffold	3105			super_2449
GCA_000003195.3	Primary Assembly	Un			KV917994.1	Chromosome	NW_018397004.1	unplaced-scaffold	3103			super_2452
GCA_000003195.3	Primary Assembly	Un			KV917995.1	Chromosome	NW_018397005.1	unplaced-scaffold	3098			super_2454
GCA_000003195.3	Primary Assembly	Un			KV917996.1	Chromosome	NW_018397006.1	unplaced-scaffold	3096			super_2457
GCA_000003195.3	Primary Assembly	Un			KV917997.1	Chromosome	NW_018397007.1	unplaced-scaffold	3086			super_2465
GCA_000003195.3	Primary Assembly	Un			KV917998.1	Chromosome	NW_018397008.1	unplaced-scaffold	3085			super_2467
GCA_000003195.3	Primary Assembly	Un			KV917999.1	Chromosome	NW_018397009.1	unplaced-scaffold	3076			super_2473
GCA_000003195.3	Primary Assembly	Un			KV918000.1	Chromosome	NW_018397010.1	unplaced-scaffold	3076			super_2474
GCA_000003195.3	Primary Assembly	Un			KV918001.1	Chromosome	NW_018397011.1	unplaced-scaffold	3072			super_2479
GCA_000003195.3	Primary Assembly	Un			KV918002.1	Chromosome	NW_018397012.1	unplaced-scaffold	3172			super_2481
GCA_000003195.3	Primary Assembly	Un			KV918003.1	Chromosome	NW_018397013.1	unplaced-scaffold	3072			super_2482
GCA_000003195.3	Primary Assembly	Un			KV918004.1	Chromosome	NW_018397014.1	unplaced-scaffold	3428			super_2485
GCA_000003195.3	Primary Assembly	Un			KV918005.1	Chromosome	NW_018397015.1	unplaced-scaffold	3063			super_2489
GCA_000003195.3	Primary Assembly	Un			KV918006.1	Chromosome	NW_018397016.1	unplaced-scaffold	3061			super_2493
GCA_000003195.3	Primary Assembly	Un			KV918007.1	Chromosome	NW_018397017.1	unplaced-scaffold	3058			super_2498
GCA_000003195.3	Primary Assembly	Un			KV918008.1	Chromosome	NW_018397018.1	unplaced-scaffold	3056			super_2501
GCA_000003195.3	Primary Assembly	Un			KV918009.1	Chromosome	NW_018397019.1	unplaced-scaffold	3053			super_2504
GCA_000003195.3	Primary Assembly	Un			KV918010.1	Chromosome	NW_018397020.1	unplaced-scaffold	3328			super_2505
GCA_000003195.3	Primary Assembly	Un			KV918011.1	Chromosome	NW_018397021.1	unplaced-scaffold	3052			super_2507
GCA_000003195.3	Primary Assembly	Un			KV918012.1	Chromosome	NW_018397022.1	unplaced-scaffold	3051			super_2509
GCA_000003195.3	Primary Assembly	Un			KV918013.1	Chromosome	NW_018397023.1	unplaced-scaffold	3147			super_2513
GCA_000003195.3	Primary Assembly	Un			KV918014.1	Chromosome	NW_018397024.1	unplaced-scaffold	3146			super_2514
GCA_000003195.3	Primary Assembly	Un			KV918015.1	Chromosome	NW_018397025.1	unplaced-scaffold	3044			super_2516
GCA_000003195.3	Primary Assembly	Un			KV918016.1	Chromosome	NW_018397026.1	unplaced-scaffold	3044			super_2518
GCA_000003195.3	Primary Assembly	Un			KV918017.1	Chromosome	NW_018397027.1	unplaced-scaffold	3041			super_2522
GCA_000003195.3	Primary Assembly	Un			KV918018.1	Chromosome	NW_018397028.1	unplaced-scaffold	3041			super_2523
GCA_000003195.3	Primary Assembly	Un			KV918019.1	Chromosome	NW_018397029.1	unplaced-scaffold	3033			super_2534
GCA_000003195.3	Primary Assembly	Un			KV918020.1	Chromosome	NW_018397030.1	unplaced-scaffold	3030			super_2535
GCA_000003195.3	Primary Assembly	Un			KV918021.1	Chromosome	NW_018397031.1	unplaced-scaffold	3030			super_2536
GCA_000003195.3	Primary Assembly	Un			KV918022.1	Chromosome	NW_018397032.1	unplaced-scaffold	3029			super_2537
GCA_000003195.3	Primary Assembly	Un			KV918023.1	Chromosome	NW_018397033.1	unplaced-scaffold	3026			super_2540
GCA_000003195.3	Primary Assembly	Un			KV918024.1	Chromosome	NW_018397034.1	unplaced-scaffold	3023			super_2543
GCA_000003195.3	Primary Assembly	Un			KV918025.1	Chromosome	NW_018397035.1	unplaced-scaffold	3022			super_2546
GCA_000003195.3	Primary Assembly	Un			KV918026.1	Chromosome	NW_018397036.1	unplaced-scaffold	3011			super_2553
GCA_000003195.3	Primary Assembly	Un			KV918027.1	Chromosome	NW_018397037.1	unplaced-scaffold	3010			super_2555
GCA_000003195.3	Primary Assembly	Un			KV918028.1	Chromosome	NW_018397038.1	unplaced-scaffold	3107			super_2561
GCA_000003195.3	Primary Assembly	Un			KV918029.1	Chromosome	NW_018397039.1	unplaced-scaffold	3096			super_2574
GCA_000003195.3	Primary Assembly	Un			KV918030.1	Chromosome	NW_018397040.1	unplaced-scaffold	3091			super_2581
GCA_000003195.3	Primary Assembly	Un			KV918031.1	Chromosome	NW_018397041.1	unplaced-scaffold	2990			super_2583
GCA_000003195.3	Primary Assembly	Un			KV918032.1	Chromosome	NW_018397042.1	unplaced-scaffold	2978			super_2600
GCA_000003195.3	Primary Assembly	Un			KV918033.1	Chromosome	NW_018397043.1	unplaced-scaffold	2965			super_2611
GCA_000003195.3	Primary Assembly	Un			KV918034.1	Chromosome	NW_018397044.1	unplaced-scaffold	2960			super_2616
GCA_000003195.3	Primary Assembly	Un			KV918035.1	Chromosome	NW_018397045.1	unplaced-scaffold	2957			super_2618
GCA_000003195.3	Primary Assembly	Un			KV918036.1	Chromosome	NW_018397046.1	unplaced-scaffold	3057			super_2619
GCA_000003195.3	Primary Assembly	Un			KV918037.1	Chromosome	NW_018397047.1	unplaced-scaffold	2953			super_2625
GCA_000003195.3	Primary Assembly	Un			KV918038.1	Chromosome	NW_018397048.1	unplaced-scaffold	2950			super_2629
GCA_000003195.3	Primary Assembly	Un			KV918039.1	Chromosome	NW_018397049.1	unplaced-scaffold	2949			super_2630
GCA_000003195.3	Primary Assembly	Un			KV918040.1	Chromosome	NW_018397050.1	unplaced-scaffold	2948			super_2632
GCA_000003195.3	Primary Assembly	Un			KV918041.1	Chromosome	NW_018397051.1	unplaced-scaffold	2946			super_2634
GCA_000003195.3	Primary Assembly	Un			KV918042.1	Chromosome	NW_018397052.1	unplaced-scaffold	2944			super_2635
GCA_000003195.3	Primary Assembly	Un			KV918043.1	Chromosome	NW_018397053.1	unplaced-scaffold	2943			super_2637
GCA_000003195.3	Primary Assembly	Un			KV918044.1	Chromosome	NW_018397054.1	unplaced-scaffold	2942			super_2638
GCA_000003195.3	Primary Assembly	Un			KV918045.1	Chromosome	NW_018397055.1	unplaced-scaffold	2939			super_2641
GCA_000003195.3	Primary Assembly	Un			KV918046.1	Chromosome	NW_018397056.1	unplaced-scaffold	2930			super_2647
GCA_000003195.3	Primary Assembly	Un			KV918047.1	Chromosome	NW_018397057.1	unplaced-scaffold	2928			super_2650
GCA_000003195.3	Primary Assembly	Un			KV918048.1	Chromosome	NW_018397058.1	unplaced-scaffold	2921			super_2657
GCA_000003195.3	Primary Assembly	Un			KV918049.1	Chromosome	NW_018397059.1	unplaced-scaffold	3485			super_2659
GCA_000003195.3	Primary Assembly	Un			KV918050.1	Chromosome	NW_018397060.1	unplaced-scaffold	2916			super_2660
GCA_000003195.3	Primary Assembly	Un			KV918051.1	Chromosome	NW_018397061.1	unplaced-scaffold	3034			super_2661
GCA_000003195.3	Primary Assembly	Un			KV918052.1	Chromosome	NW_018397062.1	unplaced-scaffold	2905			super_2674
GCA_000003195.3	Primary Assembly	Un			KV918053.1	Chromosome	NW_018397063.1	unplaced-scaffold	2899			super_2681
GCA_000003195.3	Primary Assembly	Un			KV918054.1	Chromosome	NW_018397064.1	unplaced-scaffold	2899			super_2682
GCA_000003195.3	Primary Assembly	Un			KV918055.1	Chromosome	NW_018397065.1	unplaced-scaffold	2898			super_2684
GCA_000003195.3	Primary Assembly	Un			KV918056.1	Chromosome	NW_018397066.1	unplaced-scaffold	2898			super_2685
GCA_000003195.3	Primary Assembly	Un			KV918057.1	Chromosome	NW_018397067.1	unplaced-scaffold	2896			super_2690
GCA_000003195.3	Primary Assembly	Un			KV918058.1	Chromosome	NW_018397068.1	unplaced-scaffold	2995			super_2692
GCA_000003195.3	Primary Assembly	Un			KV918059.1	Chromosome	NW_018397069.1	unplaced-scaffold	2889			super_2697
GCA_000003195.3	Primary Assembly	Un			KV918060.1	Chromosome	NW_018397070.1	unplaced-scaffold	2886			super_2699
GCA_000003195.3	Primary Assembly	Un			KV918061.1	Chromosome	NW_018397071.1	unplaced-scaffold	2878			super_2706
GCA_000003195.3	Primary Assembly	Un			KV918062.1	Chromosome	NW_018397072.1	unplaced-scaffold	2978			super_2707
