Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_000001215.4	Primary Assembly	Un			DS484116.1	Chromosome	NW_001845405.1	unplaced-scaffold	2860	chrUn_DS484116v1		211000022280227
GCA_000001215.4	Primary Assembly	Un			DS484117.1	Chromosome	NW_001845406.1	unplaced-scaffold	2860	chrUn_DS484117v1		211000022279867
GCA_000001215.4	Primary Assembly	Un			DS484118.1	Chromosome	NW_001845407.1	unplaced-scaffold	2858	chrUn_DS484118v1		211000022279288
GCA_000001215.4	Primary Assembly	Un			DS484120.1	Chromosome	NW_001845409.1	unplaced-scaffold	2855	chrUn_DS484120v1		211000022280333
GCA_000001215.4	Primary Assembly	Un			DS484122.1	Chromosome	NW_001845411.1	unplaced-scaffold	2849	chrUn_DS484122v1		211000022278404
GCA_000001215.4	Primary Assembly	Un			DS484123.1	Chromosome	NW_001845412.1	unplaced-scaffold	2848	chrUn_DS484123v1		211000022280436
GCA_000001215.4	Primary Assembly	Un			DS484134.1	Chromosome	NW_001845423.1	unplaced-scaffold	2828	chrUn_DS484134v1		211000022280501
GCA_000001215.4	Primary Assembly	Un			DS484138.1	Chromosome	NW_001845427.1	unplaced-scaffold	2822	chrUn_DS484138v1		211000022279964
GCA_000001215.4	Primary Assembly	Un			DS484139.1	Chromosome	NW_001845428.1	unplaced-scaffold	2820	chrUn_DS484139v1		211000022278098
GCA_000001215.4	Primary Assembly	Un			DS484144.1	Chromosome	NW_001845433.1	unplaced-scaffold	2811	chrUn_DS484144v1		211000022280469
GCA_000001215.4	Primary Assembly	Un			DS484145.1	Chromosome	NW_001845434.1	unplaced-scaffold	2804	chrUn_DS484145v1		211000022280340
GCA_000001215.4	Primary Assembly	Un			DS484147.1	Chromosome	NW_001845436.1	unplaced-scaffold	2796	chrUn_DS484147v1		211000022279948
GCA_000001215.4	Primary Assembly	Un			DS484148.1	Chromosome	NW_001845437.1	unplaced-scaffold	2795	chrUn_DS484148v1		211000022279521
GCA_000001215.4	Primary Assembly	Un			DS484149.1	Chromosome	NW_001845438.1	unplaced-scaffold	2795	chrUn_DS484149v1		211000022279416
GCA_000001215.4	Primary Assembly	Un			DS484151.1	Chromosome	NW_001845440.1	unplaced-scaffold	2794	chrUn_DS484151v1		211000022280214
GCA_000001215.4	Primary Assembly	Un			DS484152.1	Chromosome	NW_001845441.1	unplaced-scaffold	2793	chrUn_DS484152v1		211000022278975
GCA_000001215.4	Primary Assembly	Un			DS484153.1	Chromosome	NW_001845442.1	unplaced-scaffold	2793	chrUn_DS484153v1		211000022279746
GCA_000001215.4	Primary Assembly	Un			DS484154.1	Chromosome	NW_001845443.1	unplaced-scaffold	2791	chrUn_DS484154v1		211000022278923
GCA_000001215.4	Primary Assembly	Un			DS484155.1	Chromosome	NW_001845444.1	unplaced-scaffold	2790	chrUn_DS484155v1		211000022279311
GCA_000001215.4	Primary Assembly	Un			DS484156.1	Chromosome	NW_001845445.1	unplaced-scaffold	2788	chrUn_DS484156v1		211000022279623
GCA_000001215.4	Primary Assembly	Un			DS484157.1	Chromosome	NW_001845446.1	unplaced-scaffold	2787	chrUn_DS484157v1		211000022279527
GCA_000001215.4	Primary Assembly	Un			DS484159.1	Chromosome	NW_001845448.1	unplaced-scaffold	2784	chrUn_DS484159v1		211000022280171
GCA_000001215.4	Primary Assembly	Un			DS484160.1	Chromosome	NW_001845449.1	unplaced-scaffold	2783	chrUn_DS484160v1		211000022278794
GCA_000001215.4	Primary Assembly	Un			DS484167.1	Chromosome	NW_001845456.1	unplaced-scaffold	2745	chrUn_DS484167v1		211000022280497
GCA_000001215.4	Primary Assembly	Un			DS484168.1	Chromosome	NW_001845457.1	unplaced-scaffold	2744	chrUn_DS484168v1		211000022278440
GCA_000001215.4	Primary Assembly	Un			DS484169.1	Chromosome	NW_001845458.1	unplaced-scaffold	2736	chrUn_DS484169v1		211000022279562
GCA_000001215.4	Primary Assembly	Un			DS484170.1	Chromosome	NW_001845459.1	unplaced-scaffold	2733	chrUn_DS484170v1		211000022278790
GCA_000001215.4	Primary Assembly	Un			DS484176.1	Chromosome	NW_001845465.1	unplaced-scaffold	2708	chrUn_DS484176v1		211000022280707
GCA_000001215.4	Primary Assembly	Un			DS484177.1	Chromosome	NW_001845466.1	unplaced-scaffold	2703	chrUn_DS484177v1		211000022279911
GCA_000001215.4	Primary Assembly	Un			DS484180.1	Chromosome	NW_001845469.1	unplaced-scaffold	2697	chrUn_DS484180v1		211000022278421
GCA_000001215.4	Primary Assembly	Un			DS484183.1	Chromosome	NW_001845472.1	unplaced-scaffold	2688	chrUn_DS484183v1		211000022279653
GCA_000001215.4	Primary Assembly	Un			DS484188.1	Chromosome	NW_001845477.1	unplaced-scaffold	2670	chrUn_DS484188v1		211000022279157
GCA_000001215.4	Primary Assembly	Un			DS484189.1	Chromosome	NW_001845478.1	unplaced-scaffold	2669	chrUn_DS484189v1		211000022279973
GCA_000001215.4	Primary Assembly	Un			DS484190.1	Chromosome	NW_001845479.1	unplaced-scaffold	2668	chrUn_DS484190v1		211000022278546
GCA_000001215.4	Primary Assembly	Un			DS484191.1	Chromosome	NW_001845480.1	unplaced-scaffold	2665	chrUn_DS484191v1		211000022278114
GCA_000001215.4	Primary Assembly	Un			DS484192.1	Chromosome	NW_001845481.1	unplaced-scaffold	2664	chrUn_DS484192v1		211000022280108
GCA_000001215.4	Primary Assembly	Un			DS484193.1	Chromosome	NW_001845482.1	unplaced-scaffold	2647	chrUn_DS484193v1		211000022279233
GCA_000001215.4	Primary Assembly	Un			DS484196.1	Chromosome	NW_001845485.1	unplaced-scaffold	2644	chrUn_DS484196v1		211000022280284
GCA_000001215.4	Primary Assembly	Un			DS484202.1	Chromosome	NW_001845491.1	unplaced-scaffold	2636	chrUn_DS484202v1		211000022278426
GCA_000001215.4	Primary Assembly	Un			DS484205.1	Chromosome	NW_001845494.1	unplaced-scaffold	2629	chrUn_DS484205v1		211000022279602
GCA_000001215.4	Primary Assembly	Un			DS484206.1	Chromosome	NW_001845495.1	unplaced-scaffold	2628	chrUn_DS484206v1		211000022280089
GCA_000001215.4	Primary Assembly	Un			DS484207.1	Chromosome	NW_001845496.1	unplaced-scaffold	2626	chrUn_DS484207v1		211000022278937
GCA_000001215.4	Primary Assembly	Un			DS484209.1	Chromosome	NW_001845498.1	unplaced-scaffold	2618	chrUn_DS484209v1		211000022280548
GCA_000001215.4	Primary Assembly	Un			DS484210.1	Chromosome	NW_001845499.1	unplaced-scaffold	2617	chrUn_DS484210v1		211000022278732
GCA_000001215.4	Primary Assembly	Un			DS484212.1	Chromosome	NW_001845501.1	unplaced-scaffold	2612	chrUn_DS484212v1		211000022280198
GCA_000001215.4	Primary Assembly	Un			DS484213.1	Chromosome	NW_001845502.1	unplaced-scaffold	2611	chrUn_DS484213v1		211000022280137
GCA_000001215.4	Primary Assembly	Un			DS484217.1	Chromosome	NW_001845506.1	unplaced-scaffold	2603	chrUn_DS484217v1		211000022280112
GCA_000001215.4	Primary Assembly	Un			DS484220.1	Chromosome	NW_001845509.1	unplaced-scaffold	2588	chrUn_DS484220v1		211000022279003
GCA_000001215.4	Primary Assembly	Un			DS484221.1	Chromosome	NW_001845510.1	unplaced-scaffold	2584	chrUn_DS484221v1		211000022280141
GCA_000001215.4	Primary Assembly	Un			DS484222.1	Chromosome	NW_001845511.1	unplaced-scaffold	2583	chrUn_DS484222v1		211000022280535
GCA_000001215.4	Primary Assembly	Un			DS484224.1	Chromosome	NW_001845513.1	unplaced-scaffold	2577	chrUn_DS484224v1		211000022280696
GCA_000001215.4	Primary Assembly	Un			DS484225.1	Chromosome	NW_001845514.1	unplaced-scaffold	2577	chrUn_DS484225v1		211000022280520
GCA_000001215.4	Primary Assembly	Un			DS484226.1	Chromosome	NW_001845515.1	unplaced-scaffold	2576	chrUn_DS484226v1		211000022278327
GCA_000001215.4	Primary Assembly	Un			DS484228.1	Chromosome	NW_001845517.1	unplaced-scaffold	2575	chrUn_DS484228v1		211000022279190
GCA_000001215.4	Primary Assembly	Un			DS484229.1	Chromosome	NW_001845518.1	unplaced-scaffold	2575	chrUn_DS484229v1		211000022278452
GCA_000001215.4	Primary Assembly	Un			DS484230.1	Chromosome	NW_001845519.1	unplaced-scaffold	2575	chrUn_DS484230v1		211000022280443
GCA_000001215.4	Primary Assembly	Un			DS484231.1	Chromosome	NW_001845520.1	unplaced-scaffold	2574	chrUn_DS484231v1		211000022279483
GCA_000001215.4	Primary Assembly	Un			DS484232.1	Chromosome	NW_001845521.1	unplaced-scaffold	2570	chrUn_DS484232v1		211000022278738
GCA_000001215.4	Primary Assembly	Un			DS484234.1	Chromosome	NW_001845523.1	unplaced-scaffold	2561	chrUn_DS484234v1		211000022280553
GCA_000001215.4	Primary Assembly	Un			DS484236.1	Chromosome	NW_001845525.1	unplaced-scaffold	2556	chrUn_DS484236v1		211000022279513
GCA_000001215.4	Primary Assembly	Un			DS484238.1	Chromosome	NW_001845527.1	unplaced-scaffold	2555	chrUn_DS484238v1		211000022279214
GCA_000001215.4	Primary Assembly	Un			DS484239.1	Chromosome	NW_001845528.1	unplaced-scaffold	2549	chrUn_DS484239v1		211000022279191
GCA_000001215.4	Primary Assembly	Un			DS484241.1	Chromosome	NW_001845530.1	unplaced-scaffold	2547	chrUn_DS484241v1		211000022279056
GCA_000001215.4	Primary Assembly	Un			DS484242.1	Chromosome	NW_001845531.1	unplaced-scaffold	2541	chrUn_DS484242v1		211000022280218
GCA_000001215.4	Primary Assembly	Un			DS484243.1	Chromosome	NW_001845532.1	unplaced-scaffold	2541	chrUn_DS484243v1		211000022278963
GCA_000001215.4	Primary Assembly	Un			DS484244.1	Chromosome	NW_001845533.1	unplaced-scaffold	2536	chrUn_DS484244v1		211000022279373
GCA_000001215.4	Primary Assembly	Un			DS484246.1	Chromosome	NW_001845535.1	unplaced-scaffold	2529	chrUn_DS484246v1		211000022279116
GCA_000001215.4	Primary Assembly	Un			DS484247.1	Chromosome	NW_001845536.1	unplaced-scaffold	2529	chrUn_DS484247v1		211000022280485
GCA_000001215.4	Primary Assembly	Un			DS484251.1	Chromosome	NW_001845540.1	unplaced-scaffold	2521	chrUn_DS484251v1		211000022278927
GCA_000001215.4	Primary Assembly	Un			DS484253.1	Chromosome	NW_001845542.1	unplaced-scaffold	2520	chrUn_DS484253v1		211000022279573
GCA_000001215.4	Primary Assembly	Un			DS484254.1	Chromosome	NW_001845543.1	unplaced-scaffold	2517	chrUn_DS484254v1		211000022279710
GCA_000001215.4	Primary Assembly	Un			DS484255.1	Chromosome	NW_001845544.1	unplaced-scaffold	2516	chrUn_DS484255v1		211000022279898
GCA_000001215.4	Primary Assembly	Un			DS484256.1	Chromosome	NW_001845545.1	unplaced-scaffold	2511	chrUn_DS484256v1		211000022280598
GCA_000001215.4	Primary Assembly	Un			DS484257.1	Chromosome	NW_001845546.1	unplaced-scaffold	2511	chrUn_DS484257v1		211000022278282
GCA_000001215.4	Primary Assembly	Un			DS484258.1	Chromosome	NW_001845547.1	unplaced-scaffold	2510	chrUn_DS484258v1		211000022279849
GCA_000001215.4	Primary Assembly	Un			DS484262.1	Chromosome	NW_001845551.1	unplaced-scaffold	2491	chrUn_DS484262v1		211000022278740
GCA_000001215.4	Primary Assembly	Un			DS484263.1	Chromosome	NW_001845552.1	unplaced-scaffold	2487	chrUn_DS484263v1		211000022279126
GCA_000001215.4	Primary Assembly	Un			DS484264.1	Chromosome	NW_001845553.1	unplaced-scaffold	2479	chrUn_DS484264v1		211000022280033
GCA_000001215.4	Primary Assembly	Un			DS484267.1	Chromosome	NW_001845556.1	unplaced-scaffold	2476	chrUn_DS484267v1		211000022279980
GCA_000001215.4	Primary Assembly	Un			DS484271.1	Chromosome	NW_001845560.1	unplaced-scaffold	2470	chrUn_DS484271v1		211000022279866
GCA_000001215.4	Primary Assembly	Un			DS484274.1	Chromosome	NW_001845563.1	unplaced-scaffold	2462	chrUn_DS484274v1		211000022279193
GCA_000001215.4	Primary Assembly	Un			DS484275.1	Chromosome	NW_001845564.1	unplaced-scaffold	2451	chrUn_DS484275v1		211000022278664
GCA_000001215.4	Primary Assembly	Un			DS484276.1	Chromosome	NW_001845565.1	unplaced-scaffold	2447	chrUn_DS484276v1		211000022279070
GCA_000001215.4	Primary Assembly	Un			DS484277.1	Chromosome	NW_001845566.1	unplaced-scaffold	2442	chrUn_DS484277v1		211000022278493
GCA_000001215.4	Primary Assembly	Un			DS484279.1	Chromosome	NW_001845568.1	unplaced-scaffold	2438	chrUn_DS484279v1		211000022279711
GCA_000001215.4	Primary Assembly	Un			DS484280.1	Chromosome	NW_001845569.1	unplaced-scaffold	2438	chrUn_DS484280v1		211000022280492
GCA_000001215.4	Primary Assembly	Un			DS484281.1	Chromosome	NW_001845570.1	unplaced-scaffold	2438	chrUn_DS484281v1		211000022279178
GCA_000001215.4	Primary Assembly	Un			DS484282.1	Chromosome	NW_001845571.1	unplaced-scaffold	2435	chrUn_DS484282v1		211000022278858
GCA_000001215.4	Primary Assembly	Un			DS484283.1	Chromosome	NW_001845572.1	unplaced-scaffold	2434	chrUn_DS484283v1		211000022279651
GCA_000001215.4	Primary Assembly	Un			DS484285.1	Chromosome	NW_001845574.1	unplaced-scaffold	2431	chrUn_DS484285v1		211000022279850
GCA_000001215.4	Primary Assembly	Un			DS484286.1	Chromosome	NW_001845575.1	unplaced-scaffold	2429	chrUn_DS484286v1		211000022279909
GCA_000001215.4	Primary Assembly	Un			DS484287.1	Chromosome	NW_001845576.1	unplaced-scaffold	2428	chrUn_DS484287v1		211000022279780
GCA_000001215.4	Primary Assembly	Un			DS484289.1	Chromosome	NW_001845578.1	unplaced-scaffold	2425	chrUn_DS484289v1		211000022280643
GCA_000001215.4	Primary Assembly	Un			DS484291.1	Chromosome	NW_001845580.1	unplaced-scaffold	2421	chrUn_DS484291v1		211000022279436
GCA_000001215.4	Primary Assembly	Un			DS484292.1	Chromosome	NW_001845581.1	unplaced-scaffold	2421	chrUn_DS484292v1		211000022280679
GCA_000001215.4	Primary Assembly	Un			DS484294.1	Chromosome	NW_001845583.1	unplaced-scaffold	2419	chrUn_DS484294v1		211000022280626
GCA_000001215.4	Primary Assembly	Un			DS484296.1	Chromosome	NW_001845585.1	unplaced-scaffold	2417	chrUn_DS484296v1		211000022280561
GCA_000001215.4	Primary Assembly	Un			DS484300.1	Chromosome	NW_001845589.1	unplaced-scaffold	2400	chrUn_DS484300v1		211000022279960
GCA_000001215.4	Primary Assembly	Un			DS484301.1	Chromosome	NW_001845590.1	unplaced-scaffold	2394	chrUn_DS484301v1		211000022279000
GCA_000001215.4	Primary Assembly	Un			DS484303.1	Chromosome	NW_001845592.1	unplaced-scaffold	2390	chrUn_DS484303v1		211000022278507
GCA_000001215.4	Primary Assembly	Un			DS484304.1	Chromosome	NW_001845593.1	unplaced-scaffold	2390	chrUn_DS484304v1		211000022278335
GCA_000001215.4	Primary Assembly	Un			DS484306.1	Chromosome	NW_001845595.1	unplaced-scaffold	2385	chrUn_DS484306v1		211000022280144
GCA_000001215.4	Primary Assembly	Un			DS484307.1	Chromosome	NW_001845596.1	unplaced-scaffold	2385	chrUn_DS484307v1		211000022279635
GCA_000001215.4	Primary Assembly	Un			DS484308.1	Chromosome	NW_001845597.1	unplaced-scaffold	2385	chrUn_DS484308v1		211000022280302
GCA_000001215.4	Primary Assembly	Un			DS484309.1	Chromosome	NW_001845598.1	unplaced-scaffold	2384	chrUn_DS484309v1		211000022278942
GCA_000001215.4	Primary Assembly	Un			DS484310.1	Chromosome	NW_001845599.1	unplaced-scaffold	2383	chrUn_DS484310v1		211000022279122
GCA_000001215.4	Primary Assembly	Un			DS484311.1	Chromosome	NW_001845600.1	unplaced-scaffold	2383	chrUn_DS484311v1		211000022278716
GCA_000001215.4	Primary Assembly	Un			DS484312.1	Chromosome	NW_001845601.1	unplaced-scaffold	2382	chrUn_DS484312v1		211000022279247
GCA_000001215.4	Primary Assembly	Un			DS484313.1	Chromosome	NW_001845602.1	unplaced-scaffold	2381	chrUn_DS484313v1		211000022278869
GCA_000001215.4	Primary Assembly	Un			DS484314.1	Chromosome	NW_001845603.1	unplaced-scaffold	2381	chrUn_DS484314v1		211000022279810
GCA_000001215.4	Primary Assembly	Un			DS484315.1	Chromosome	NW_001845604.1	unplaced-scaffold	2379	chrUn_DS484315v1		211000022279259
GCA_000001215.4	Primary Assembly	Un			DS484317.1	Chromosome	NW_001845606.1	unplaced-scaffold	2378	chrUn_DS484317v1		211000022280747
GCA_000001215.4	Primary Assembly	Un			DS484318.1	Chromosome	NW_001845607.1	unplaced-scaffold	2375	chrUn_DS484318v1		211000022280289
GCA_000001215.4	Primary Assembly	Un			DS484320.1	Chromosome	NW_001845609.1	unplaced-scaffold	2369	chrUn_DS484320v1		211000022279197
GCA_000001215.4	Primary Assembly	Un			DS484321.1	Chromosome	NW_001845610.1	unplaced-scaffold	2368	chrUn_DS484321v1		211000022280208
GCA_000001215.4	Primary Assembly	Un			DS484329.1	Chromosome	NW_001845618.1	unplaced-scaffold	2354	chrUn_DS484329v1		211000022278387
GCA_000001215.4	Primary Assembly	Un			DS484331.1	Chromosome	NW_001845620.1	unplaced-scaffold	2352	chrUn_DS484331v1		211000022279058
GCA_000001215.4	Primary Assembly	Un			DS484333.1	Chromosome	NW_001845622.1	unplaced-scaffold	2344	chrUn_DS484333v1		211000022278934
GCA_000001215.4	Primary Assembly	Un			DS484335.1	Chromosome	NW_001845624.1	unplaced-scaffold	2342	chrUn_DS484335v1		211000022280228
GCA_000001215.4	Primary Assembly	Un			DS484339.1	Chromosome	NW_001845628.1	unplaced-scaffold	2330	chrUn_DS484339v1		211000022278220
GCA_000001215.4	Primary Assembly	Un			DS484340.1	Chromosome	NW_001845629.1	unplaced-scaffold	2328	chrUn_DS484340v1		211000022279612
GCA_000001215.4	Primary Assembly	Un			DS484342.1	Chromosome	NW_001845631.1	unplaced-scaffold	2326	chrUn_DS484342v1		211000022279966
GCA_000001215.4	Primary Assembly	Un			DS484343.1	Chromosome	NW_001845632.1	unplaced-scaffold	2325	chrUn_DS484343v1		211000022280058
GCA_000001215.4	Primary Assembly	Un			DS484348.1	Chromosome	NW_001845637.1	unplaced-scaffold	2308	chrUn_DS484348v1		211000022279787
GCA_000001215.4	Primary Assembly	Un			DS484350.1	Chromosome	NW_001845639.1	unplaced-scaffold	2304	chrUn_DS484350v1		211000022278536
GCA_000001215.4	Primary Assembly	Un			DS484353.1	Chromosome	NW_001845642.1	unplaced-scaffold	2295	chrUn_DS484353v1		211000022280580
GCA_000001215.4	Primary Assembly	Un			DS484355.1	Chromosome	NW_001845644.1	unplaced-scaffold	2291	chrUn_DS484355v1		211000022279011
GCA_000001215.4	Primary Assembly	Un			DS484363.1	Chromosome	NW_001845652.1	unplaced-scaffold	2270	chrUn_DS484363v1		211000022280698
GCA_000001215.4	Primary Assembly	Un			DS484366.1	Chromosome	NW_001845655.1	unplaced-scaffold	2266	chrUn_DS484366v1		211000022278178
GCA_000001215.4	Primary Assembly	Un			DS484369.1	Chromosome	NW_001845658.1	unplaced-scaffold	2253	chrUn_DS484369v1		211000022278860
GCA_000001215.4	Primary Assembly	Un			DS484370.1	Chromosome	NW_001845659.1	unplaced-scaffold	2248	chrUn_DS484370v1		211000022279479
GCA_000001215.4	Primary Assembly	Un			DS484375.1	Chromosome	NW_001845664.1	unplaced-scaffold	2234	chrUn_DS484375v1		211000022280568
GCA_000001215.4	Primary Assembly	Un			DS484378.1	Chromosome	NW_001845667.1	unplaced-scaffold	2232	chrUn_DS484378v1		211000022279949
GCA_000001215.4	Primary Assembly	Un			DS484380.1	Chromosome	NW_001845669.1	unplaced-scaffold	2227	chrUn_DS484380v1		211000022278953
GCA_000001215.4	Primary Assembly	Un			DS484383.1	Chromosome	NW_001845672.1	unplaced-scaffold	2221	chrUn_DS484383v1		211000022278672
GCA_000001215.4	Primary Assembly	Un			DS484385.1	Chromosome	NW_001845674.1	unplaced-scaffold	2217	chrUn_DS484385v1		211000022279101
GCA_000001215.4	Primary Assembly	Un			DS484386.1	Chromosome	NW_001845675.1	unplaced-scaffold	2216	chrUn_DS484386v1		211000022280621
GCA_000001215.4	Primary Assembly	Un			DS484389.1	Chromosome	NW_001845678.1	unplaced-scaffold	2207	chrUn_DS484389v1		211000022279929
GCA_000001215.4	Primary Assembly	Un			DS484391.1	Chromosome	NW_001845680.1	unplaced-scaffold	2205	chrUn_DS484391v1		211000022280599
GCA_000001215.4	Primary Assembly	Un			DS484394.1	Chromosome	NW_001845683.1	unplaced-scaffold	2200	chrUn_DS484394v1		211000022278888
GCA_000001215.4	Primary Assembly	Un			DS484395.1	Chromosome	NW_001845684.1	unplaced-scaffold	2198	chrUn_DS484395v1		211000022280153
GCA_000001215.4	Primary Assembly	Un			DS484396.1	Chromosome	NW_001845685.1	unplaced-scaffold	2198	chrUn_DS484396v1		211000022279118
GCA_000001215.4	Primary Assembly	Un			DS484400.1	Chromosome	NW_001845689.1	unplaced-scaffold	2190	chrUn_DS484400v1		211000022279039
GCA_000001215.4	Primary Assembly	Un			DS484403.1	Chromosome	NW_001845692.1	unplaced-scaffold	2187	chrUn_DS484403v1		211000022279476
GCA_000001215.4	Primary Assembly	Un			DS484404.1	Chromosome	NW_001845693.1	unplaced-scaffold	2185	chrUn_DS484404v1		211000022278652
GCA_000001215.4	Primary Assembly	Un			DS484407.1	Chromosome	NW_001845696.1	unplaced-scaffold	2176	chrUn_DS484407v1		211000022278205
GCA_000001215.4	Primary Assembly	Un			DS484408.1	Chromosome	NW_001845697.1	unplaced-scaffold	2173	chrUn_DS484408v1		211000022280223
GCA_000001215.4	Primary Assembly	Un			DS484412.1	Chromosome	NW_001845701.1	unplaced-scaffold	2161	chrUn_DS484412v1		211000022280133
GCA_000001215.4	Primary Assembly	Un			DS484414.1	Chromosome	NW_001845703.1	unplaced-scaffold	2157	chrUn_DS484414v1		211000022280500
GCA_000001215.4	Primary Assembly	Un			DS484421.1	Chromosome	NW_001845710.1	unplaced-scaffold	2129	chrUn_DS484421v1		211000022280176
GCA_000001215.4	Primary Assembly	Un			DS484424.1	Chromosome	NW_001845713.1	unplaced-scaffold	2124	chrUn_DS484424v1		211000022280135
GCA_000001215.4	Primary Assembly	Un			DS484425.1	Chromosome	NW_001845714.1	unplaced-scaffold	2124	chrUn_DS484425v1		211000022279663
GCA_000001215.4	Primary Assembly	Un			DS484426.1	Chromosome	NW_001845715.1	unplaced-scaffold	2119	chrUn_DS484426v1		211000022280631
GCA_000001215.4	Primary Assembly	Un			DS484427.1	Chromosome	NW_001845716.1	unplaced-scaffold	2117	chrUn_DS484427v1		211000022279756
GCA_000001215.4	Primary Assembly	Un			DS484432.1	Chromosome	NW_001845721.1	unplaced-scaffold	2112	chrUn_DS484432v1		211000022280617
GCA_000001215.4	Primary Assembly	Un			DS484434.1	Chromosome	NW_001845723.1	unplaced-scaffold	2108	chrUn_DS484434v1		211000022280070
GCA_000001215.4	Primary Assembly	Un			DS484435.1	Chromosome	NW_001845724.1	unplaced-scaffold	2105	chrUn_DS484435v1		211000022279470
GCA_000001215.4	Primary Assembly	Un			DS484436.1	Chromosome	NW_001845725.1	unplaced-scaffold	2105	chrUn_DS484436v1		211000022278968
GCA_000001215.4	Primary Assembly	Un			DS484437.1	Chromosome	NW_001845726.1	unplaced-scaffold	2103	chrUn_DS484437v1		211000022279310
GCA_000001215.4	Primary Assembly	Un			DS484438.1	Chromosome	NW_001845727.1	unplaced-scaffold	2102	chrUn_DS484438v1		211000022279807
GCA_000001215.4	Primary Assembly	Un			DS484443.1	Chromosome	NW_001845732.1	unplaced-scaffold	2094	chrUn_DS484443v1		211000022278874
GCA_000001215.4	Primary Assembly	Un			DS484445.1	Chromosome	NW_001845734.1	unplaced-scaffold	2092	chrUn_DS484445v1		211000022279044
GCA_000001215.4	Primary Assembly	Un			DS484446.1	Chromosome	NW_001845735.1	unplaced-scaffold	2090	chrUn_DS484446v1		211000022278206
GCA_000001215.4	Primary Assembly	Un			DS484448.1	Chromosome	NW_001845737.1	unplaced-scaffold	2088	chrUn_DS484448v1		211000022278138
GCA_000001215.4	Primary Assembly	Un			DS484449.1	Chromosome	NW_001845738.1	unplaced-scaffold	2087	chrUn_DS484449v1		211000022279804
GCA_000001215.4	Primary Assembly	Un			DS484452.1	Chromosome	NW_001845741.1	unplaced-scaffold	2086	chrUn_DS484452v1		211000022278522
GCA_000001215.4	Primary Assembly	Un			DS484454.1	Chromosome	NW_001845743.1	unplaced-scaffold	2084	chrUn_DS484454v1		211000022278711
GCA_000001215.4	Primary Assembly	Un			DS484456.1	Chromosome	NW_001845745.1	unplaced-scaffold	2081	chrUn_DS484456v1		211000022278919
GCA_000001215.4	Primary Assembly	Un			DS484458.1	Chromosome	NW_001845747.1	unplaced-scaffold	2079	chrUn_DS484458v1		211000022279942
GCA_000001215.4	Primary Assembly	Un			DS484460.1	Chromosome	NW_001845749.1	unplaced-scaffold	2076	chrUn_DS484460v1		211000022278216
GCA_000001215.4	Primary Assembly	Un			DS484463.1	Chromosome	NW_001845752.1	unplaced-scaffold	2064	chrUn_DS484463v1		211000022279641
GCA_000001215.4	Primary Assembly	Un			DS484464.1	Chromosome	NW_001845753.1	unplaced-scaffold	2063	chrUn_DS484464v1		211000022280294
GCA_000001215.4	Primary Assembly	Un			DS484466.1	Chromosome	NW_001845755.1	unplaced-scaffold	2062	chrUn_DS484466v1		211000022280143
GCA_000001215.4	Primary Assembly	Un			DS484467.1	Chromosome	NW_001845756.1	unplaced-scaffold	2060	chrUn_DS484467v1		211000022279517
GCA_000001215.4	Primary Assembly	Un			DS484469.1	Chromosome	NW_001845758.1	unplaced-scaffold	2060	chrUn_DS484469v1		211000022279096
GCA_000001215.4	Primary Assembly	Un			DS484470.1	Chromosome	NW_001845759.1	unplaced-scaffold	2059	chrUn_DS484470v1		211000022278506
GCA_000001215.4	Primary Assembly	Un			DS484471.1	Chromosome	NW_001845760.1	unplaced-scaffold	2050	chrUn_DS484471v1		211000022279733
GCA_000001215.4	Primary Assembly	Un			DS484472.1	Chromosome	NW_001845761.1	unplaced-scaffold	2046	chrUn_DS484472v1		211000022279376
GCA_000001215.4	Primary Assembly	Un			DS484475.1	Chromosome	NW_001845764.1	unplaced-scaffold	2043	chrUn_DS484475v1		211000022278439
GCA_000001215.4	Primary Assembly	Un			DS484478.1	Chromosome	NW_001845767.1	unplaced-scaffold	2033	chrUn_DS484478v1		211000022278780
GCA_000001215.4	Primary Assembly	Un			DS484479.1	Chromosome	NW_001845768.1	unplaced-scaffold	2033	chrUn_DS484479v1		211000022278922
GCA_000001215.4	Primary Assembly	Un			DS484480.1	Chromosome	NW_001845769.1	unplaced-scaffold	2030	chrUn_DS484480v1		211000022279198
GCA_000001215.4	Primary Assembly	Un			DS484481.1	Chromosome	NW_001845770.1	unplaced-scaffold	2027	chrUn_DS484481v1		211000022278707
GCA_000001215.4	Primary Assembly	Un			DS484484.1	Chromosome	NW_001845773.1	unplaced-scaffold	2020	chrUn_DS484484v1		211000022278047
GCA_000001215.4	Primary Assembly	Un			DS484485.1	Chromosome	NW_001845774.1	unplaced-scaffold	2017	chrUn_DS484485v1		211000022278284
GCA_000001215.4	Primary Assembly	Un			DS484486.1	Chromosome	NW_001845775.1	unplaced-scaffold	2014	chrUn_DS484486v1		211000022280151
GCA_000001215.4	Primary Assembly	Un			DS484487.1	Chromosome	NW_001845776.1	unplaced-scaffold	2010	chrUn_DS484487v1		211000022279237
