Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054509.1	Chromosome	NW_025279566.1	unplaced-scaffold	1231			scaffold167020
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054510.1	Chromosome	NW_025279567.1	unplaced-scaffold	1231			scaffold167223
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054511.1	Chromosome	NW_025279568.1	unplaced-scaffold	1231			scaffold169313
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054512.1	Chromosome	NW_025279569.1	unplaced-scaffold	1231			scaffold179556
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054513.1	Chromosome	NW_025279570.1	unplaced-scaffold	1231			scaffold195470
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054514.1	Chromosome	NW_025279571.1	unplaced-scaffold	1231			scaffold20001
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054515.1	Chromosome	NW_025279572.1	unplaced-scaffold	1231			scaffold2005
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054516.1	Chromosome	NW_025279573.1	unplaced-scaffold	1231			scaffold210308
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054517.1	Chromosome	NW_025279574.1	unplaced-scaffold	1231			scaffold21367
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054518.1	Chromosome	NW_025279575.1	unplaced-scaffold	1231			scaffold214364
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054519.1	Chromosome	NW_025279576.1	unplaced-scaffold	1231			scaffold224199
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054520.1	Chromosome	NW_025279577.1	unplaced-scaffold	1231			scaffold242426
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054521.1	Chromosome	NW_025279578.1	unplaced-scaffold	1231			scaffold2459
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054522.1	Chromosome	NW_025279579.1	unplaced-scaffold	1231			scaffold253200
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054523.1	Chromosome	NW_025279580.1	unplaced-scaffold	1231			scaffold25552
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054524.1	Chromosome	NW_025279581.1	unplaced-scaffold	1231			scaffold26174
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054525.1	Chromosome	NW_025279582.1	unplaced-scaffold	1231			scaffold265606
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054526.1	Chromosome	NW_025279583.1	unplaced-scaffold	1231			scaffold281452
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054527.1	Chromosome	NW_025279584.1	unplaced-scaffold	1231			scaffold33918
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054528.1	Chromosome	NW_025279585.1	unplaced-scaffold	1231			scaffold38291
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054529.1	Chromosome	NW_025279586.1	unplaced-scaffold	1231			scaffold43425
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054530.1	Chromosome	NW_025279587.1	unplaced-scaffold	1231			scaffold43767
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054531.1	Chromosome	NW_025279588.1	unplaced-scaffold	1231			scaffold45215
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054532.1	Chromosome	NW_025279589.1	unplaced-scaffold	1231			scaffold46276
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054533.1	Chromosome	NW_025279590.1	unplaced-scaffold	1231			scaffold4902
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054534.1	Chromosome	NW_025279591.1	unplaced-scaffold	1231			scaffold49410
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054535.1	Chromosome	NW_025279592.1	unplaced-scaffold	1231			scaffold50407
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054536.1	Chromosome	NW_025279593.1	unplaced-scaffold	1231			scaffold52467
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054537.1	Chromosome	NW_025279594.1	unplaced-scaffold	1231			scaffold57293
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054538.1	Chromosome	NW_025279595.1	unplaced-scaffold	1231			scaffold61354
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054539.1	Chromosome	NW_025279596.1	unplaced-scaffold	1231			scaffold62033
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054540.1	Chromosome	NW_025279597.1	unplaced-scaffold	1231			scaffold65596
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054541.1	Chromosome	NW_025279598.1	unplaced-scaffold	1231			scaffold66644
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054542.1	Chromosome	NW_025279599.1	unplaced-scaffold	1231			scaffold68029
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054543.1	Chromosome	NW_025279600.1	unplaced-scaffold	1231			scaffold68358
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054544.1	Chromosome	NW_025279601.1	unplaced-scaffold	1231			scaffold70636
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054545.1	Chromosome	NW_025279602.1	unplaced-scaffold	1231			scaffold81428
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054546.1	Chromosome	NW_025279603.1	unplaced-scaffold	1231			scaffold83419
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054547.1	Chromosome	NW_025279604.1	unplaced-scaffold	1231			scaffold84335
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054548.1	Chromosome	NW_025279605.1	unplaced-scaffold	1231			scaffold90320
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054549.1	Chromosome	NW_025279606.1	unplaced-scaffold	1231			scaffold91
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054550.1	Chromosome	NW_025279607.1	unplaced-scaffold	1231			scaffold92517
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054551.1	Chromosome	NW_025279608.1	unplaced-scaffold	1231			scaffold92609
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054552.1	Chromosome	NW_025279609.1	unplaced-scaffold	1231			scaffold93670
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054553.1	Chromosome	NW_025279610.1	unplaced-scaffold	1231			scaffold9406
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054554.1	Chromosome	NW_025279611.1	unplaced-scaffold	1231			scaffold976
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054555.1	Chromosome	NW_025279612.1	unplaced-scaffold	1231			scaffold97917
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054556.1	Chromosome	NW_025279613.1	unplaced-scaffold	1230			scaffold106994
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054557.1	Chromosome	NW_025279614.1	unplaced-scaffold	1230			scaffold108666
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054558.1	Chromosome	NW_025279615.1	unplaced-scaffold	1230			scaffold114964
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054559.1	Chromosome	NW_025279616.1	unplaced-scaffold	1230			scaffold115944
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054560.1	Chromosome	NW_025279617.1	unplaced-scaffold	1230			scaffold116178
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054561.1	Chromosome	NW_025279618.1	unplaced-scaffold	1230			scaffold120361
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054562.1	Chromosome	NW_025279619.1	unplaced-scaffold	1230			scaffold122582
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054563.1	Chromosome	NW_025279620.1	unplaced-scaffold	1230			scaffold122848
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054564.1	Chromosome	NW_025279621.1	unplaced-scaffold	1230			scaffold127669
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054565.1	Chromosome	NW_025279622.1	unplaced-scaffold	1230			scaffold12770
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054566.1	Chromosome	NW_025279623.1	unplaced-scaffold	1230			scaffold128521
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054567.1	Chromosome	NW_025279624.1	unplaced-scaffold	1230			scaffold133858
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054568.1	Chromosome	NW_025279625.1	unplaced-scaffold	1230			scaffold140759
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054569.1	Chromosome	NW_025279626.1	unplaced-scaffold	1230			scaffold150915
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054570.1	Chromosome	NW_025279627.1	unplaced-scaffold	1230			scaffold156597
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054571.1	Chromosome	NW_025279628.1	unplaced-scaffold	1230			scaffold17809
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054572.1	Chromosome	NW_025279629.1	unplaced-scaffold	1230			scaffold205909
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054573.1	Chromosome	NW_025279630.1	unplaced-scaffold	1230			scaffold23080
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054574.1	Chromosome	NW_025279631.1	unplaced-scaffold	1230			scaffold235216
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054575.1	Chromosome	NW_025279632.1	unplaced-scaffold	1230			scaffold25393
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054576.1	Chromosome	NW_025279633.1	unplaced-scaffold	1230			scaffold271245
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054577.1	Chromosome	NW_025279634.1	unplaced-scaffold	1230			scaffold278653
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054578.1	Chromosome	NW_025279635.1	unplaced-scaffold	1230			scaffold31295
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054579.1	Chromosome	NW_025279636.1	unplaced-scaffold	1230			scaffold32826
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054580.1	Chromosome	NW_025279637.1	unplaced-scaffold	1230			scaffold34704
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054581.1	Chromosome	NW_025279638.1	unplaced-scaffold	1230			scaffold36587
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054582.1	Chromosome	NW_025279639.1	unplaced-scaffold	1230			scaffold3688
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054583.1	Chromosome	NW_025279640.1	unplaced-scaffold	1230			scaffold4137
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054584.1	Chromosome	NW_025279641.1	unplaced-scaffold	1230			scaffold4254
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054585.1	Chromosome	NW_025279642.1	unplaced-scaffold	1230			scaffold4437
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054586.1	Chromosome	NW_025279643.1	unplaced-scaffold	1230			scaffold4593
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054587.1	Chromosome	NW_025279644.1	unplaced-scaffold	1230			scaffold46365
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054588.1	Chromosome	NW_025279645.1	unplaced-scaffold	1230			scaffold47720
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054589.1	Chromosome	NW_025279646.1	unplaced-scaffold	1230			scaffold49105
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054590.1	Chromosome	NW_025279647.1	unplaced-scaffold	1230			scaffold50540
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054591.1	Chromosome	NW_025279648.1	unplaced-scaffold	1230			scaffold52235
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054592.1	Chromosome	NW_025279649.1	unplaced-scaffold	1230			scaffold54174
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054593.1	Chromosome	NW_025279650.1	unplaced-scaffold	1230			scaffold5623
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054594.1	Chromosome	NW_025279651.1	unplaced-scaffold	1230			scaffold61404
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054595.1	Chromosome	NW_025279652.1	unplaced-scaffold	1230			scaffold63142
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054596.1	Chromosome	NW_025279653.1	unplaced-scaffold	1230			scaffold64648
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054597.1	Chromosome	NW_025279654.1	unplaced-scaffold	1230			scaffold68701
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054598.1	Chromosome	NW_025279655.1	unplaced-scaffold	1230			scaffold71387
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054599.1	Chromosome	NW_025279656.1	unplaced-scaffold	1230			scaffold75718
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054600.1	Chromosome	NW_025279657.1	unplaced-scaffold	1230			scaffold82740
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054601.1	Chromosome	NW_025279658.1	unplaced-scaffold	1230			scaffold86723
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054602.1	Chromosome	NW_025279659.1	unplaced-scaffold	1230			scaffold87064
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054603.1	Chromosome	NW_025279660.1	unplaced-scaffold	1230			scaffold87362
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054604.1	Chromosome	NW_025279661.1	unplaced-scaffold	1230			scaffold91663
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054605.1	Chromosome	NW_025279662.1	unplaced-scaffold	1230			scaffold9616
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054606.1	Chromosome	NW_025279663.1	unplaced-scaffold	1230			scaffold98984
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054607.1	Chromosome	NW_025279664.1	unplaced-scaffold	1229			scaffold100003
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054608.1	Chromosome	NW_025279665.1	unplaced-scaffold	1229			scaffold100522
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054609.1	Chromosome	NW_025279666.1	unplaced-scaffold	1229			scaffold104534
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054610.1	Chromosome	NW_025279667.1	unplaced-scaffold	1229			scaffold108070
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054611.1	Chromosome	NW_025279668.1	unplaced-scaffold	1229			scaffold108404
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054612.1	Chromosome	NW_025279669.1	unplaced-scaffold	1229			scaffold117826
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054613.1	Chromosome	NW_025279670.1	unplaced-scaffold	1229			scaffold120399
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054614.1	Chromosome	NW_025279671.1	unplaced-scaffold	1229			scaffold125435
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054615.1	Chromosome	NW_025279672.1	unplaced-scaffold	1229			scaffold126138
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054616.1	Chromosome	NW_025279673.1	unplaced-scaffold	1229			scaffold129587
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054617.1	Chromosome	NW_025279674.1	unplaced-scaffold	1229			scaffold130462
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054618.1	Chromosome	NW_025279675.1	unplaced-scaffold	1229			scaffold133823
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054619.1	Chromosome	NW_025279676.1	unplaced-scaffold	1229			scaffold134552
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054620.1	Chromosome	NW_025279677.1	unplaced-scaffold	1229			scaffold135243
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054621.1	Chromosome	NW_025279678.1	unplaced-scaffold	1229			scaffold13677
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054622.1	Chromosome	NW_025279679.1	unplaced-scaffold	1229			scaffold139232
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054623.1	Chromosome	NW_025279680.1	unplaced-scaffold	1229			scaffold141202
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054624.1	Chromosome	NW_025279681.1	unplaced-scaffold	1229			scaffold142530
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054625.1	Chromosome	NW_025279682.1	unplaced-scaffold	1229			scaffold145058
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054626.1	Chromosome	NW_025279683.1	unplaced-scaffold	1229			scaffold145806
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054627.1	Chromosome	NW_025279684.1	unplaced-scaffold	1229			scaffold14638
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054628.1	Chromosome	NW_025279685.1	unplaced-scaffold	1229			scaffold148030
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054629.1	Chromosome	NW_025279686.1	unplaced-scaffold	1229			scaffold148711
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054630.1	Chromosome	NW_025279687.1	unplaced-scaffold	1229			scaffold14896
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054631.1	Chromosome	NW_025279688.1	unplaced-scaffold	1229			scaffold156920
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054632.1	Chromosome	NW_025279689.1	unplaced-scaffold	1229			scaffold162078
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054633.1	Chromosome	NW_025279690.1	unplaced-scaffold	1229			scaffold166672
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054634.1	Chromosome	NW_025279691.1	unplaced-scaffold	1229			scaffold167038
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054635.1	Chromosome	NW_025279692.1	unplaced-scaffold	1229			scaffold167056
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054636.1	Chromosome	NW_025279693.1	unplaced-scaffold	1229			scaffold172015
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054637.1	Chromosome	NW_025279694.1	unplaced-scaffold	1229			scaffold176088
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054638.1	Chromosome	NW_025279695.1	unplaced-scaffold	1229			scaffold178693
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054639.1	Chromosome	NW_025279696.1	unplaced-scaffold	1229			scaffold184763
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054640.1	Chromosome	NW_025279697.1	unplaced-scaffold	1229			scaffold19208
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054641.1	Chromosome	NW_025279698.1	unplaced-scaffold	1229			scaffold19367
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054642.1	Chromosome	NW_025279699.1	unplaced-scaffold	1229			scaffold206507
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054643.1	Chromosome	NW_025279700.1	unplaced-scaffold	1229			scaffold21324
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054644.1	Chromosome	NW_025279701.1	unplaced-scaffold	1229			scaffold22619
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054645.1	Chromosome	NW_025279702.1	unplaced-scaffold	1229			scaffold2264
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054646.1	Chromosome	NW_025279703.1	unplaced-scaffold	1229			scaffold26876
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054647.1	Chromosome	NW_025279704.1	unplaced-scaffold	1229			scaffold29167
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054648.1	Chromosome	NW_025279705.1	unplaced-scaffold	1229			scaffold307597
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054649.1	Chromosome	NW_025279706.1	unplaced-scaffold	1229			scaffold309061
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054650.1	Chromosome	NW_025279707.1	unplaced-scaffold	1229			scaffold31687
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054651.1	Chromosome	NW_025279708.1	unplaced-scaffold	1229			scaffold31875
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054652.1	Chromosome	NW_025279709.1	unplaced-scaffold	1229			scaffold33867
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054653.1	Chromosome	NW_025279710.1	unplaced-scaffold	1229			scaffold36417
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054654.1	Chromosome	NW_025279711.1	unplaced-scaffold	1229			scaffold38367
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054655.1	Chromosome	NW_025279712.1	unplaced-scaffold	1229			scaffold40935
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054656.1	Chromosome	NW_025279713.1	unplaced-scaffold	1229			scaffold41309
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054657.1	Chromosome	NW_025279714.1	unplaced-scaffold	1229			scaffold49459
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054658.1	Chromosome	NW_025279715.1	unplaced-scaffold	1229			scaffold49865
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054659.1	Chromosome	NW_025279716.1	unplaced-scaffold	1229			scaffold53645
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054660.1	Chromosome	NW_025279717.1	unplaced-scaffold	1229			scaffold54245
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054661.1	Chromosome	NW_025279718.1	unplaced-scaffold	1229			scaffold54941
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054662.1	Chromosome	NW_025279719.1	unplaced-scaffold	1229			scaffold55387
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054663.1	Chromosome	NW_025279720.1	unplaced-scaffold	1229			scaffold56866
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054664.1	Chromosome	NW_025279721.1	unplaced-scaffold	1229			scaffold60099
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054665.1	Chromosome	NW_025279722.1	unplaced-scaffold	1229			scaffold62114
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054666.1	Chromosome	NW_025279723.1	unplaced-scaffold	1229			scaffold67789
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054667.1	Chromosome	NW_025279724.1	unplaced-scaffold	1229			scaffold69668
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054668.1	Chromosome	NW_025279725.1	unplaced-scaffold	1229			scaffold7358
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054669.1	Chromosome	NW_025279726.1	unplaced-scaffold	1229			scaffold75518
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054670.1	Chromosome	NW_025279727.1	unplaced-scaffold	1229			scaffold75519
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054671.1	Chromosome	NW_025279728.1	unplaced-scaffold	1229			scaffold78525
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054672.1	Chromosome	NW_025279729.1	unplaced-scaffold	1229			scaffold79044
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054673.1	Chromosome	NW_025279730.1	unplaced-scaffold	1229			scaffold79833
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054674.1	Chromosome	NW_025279731.1	unplaced-scaffold	1229			scaffold80383
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054675.1	Chromosome	NW_025279732.1	unplaced-scaffold	1229			scaffold84460
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054676.1	Chromosome	NW_025279733.1	unplaced-scaffold	1229			scaffold87003
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054677.1	Chromosome	NW_025279734.1	unplaced-scaffold	1229			scaffold91715
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054678.1	Chromosome	NW_025279735.1	unplaced-scaffold	1229			scaffold93593
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054679.1	Chromosome	NW_025279736.1	unplaced-scaffold	1229			scaffold93853
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054680.1	Chromosome	NW_025279737.1	unplaced-scaffold	1229			scaffold94063
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054681.1	Chromosome	NW_025279738.1	unplaced-scaffold	1228			scaffold101548
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054682.1	Chromosome	NW_025279739.1	unplaced-scaffold	1228			scaffold106679
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054683.1	Chromosome	NW_025279740.1	unplaced-scaffold	1228			scaffold109565
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054684.1	Chromosome	NW_025279741.1	unplaced-scaffold	1228			scaffold10975
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054685.1	Chromosome	NW_025279742.1	unplaced-scaffold	1228			scaffold113163
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054686.1	Chromosome	NW_025279743.1	unplaced-scaffold	1228			scaffold1134
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054687.1	Chromosome	NW_025279744.1	unplaced-scaffold	1228			scaffold119857
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054688.1	Chromosome	NW_025279745.1	unplaced-scaffold	1228			scaffold126305
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054689.1	Chromosome	NW_025279746.1	unplaced-scaffold	1228			scaffold129631
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054690.1	Chromosome	NW_025279747.1	unplaced-scaffold	1228			scaffold132369
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054691.1	Chromosome	NW_025279748.1	unplaced-scaffold	1228			scaffold132735
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054692.1	Chromosome	NW_025279749.1	unplaced-scaffold	1228			scaffold132909
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054693.1	Chromosome	NW_025279750.1	unplaced-scaffold	1228			scaffold133228
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054694.1	Chromosome	NW_025279751.1	unplaced-scaffold	1228			scaffold134390
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054695.1	Chromosome	NW_025279752.1	unplaced-scaffold	1228			scaffold134566
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054696.1	Chromosome	NW_025279753.1	unplaced-scaffold	1228			scaffold139721
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054697.1	Chromosome	NW_025279754.1	unplaced-scaffold	1228			scaffold140659
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054698.1	Chromosome	NW_025279755.1	unplaced-scaffold	1228			scaffold140720
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054699.1	Chromosome	NW_025279756.1	unplaced-scaffold	1228			scaffold142362
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054700.1	Chromosome	NW_025279757.1	unplaced-scaffold	1228			scaffold142955
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054701.1	Chromosome	NW_025279758.1	unplaced-scaffold	1228			scaffold145726
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054702.1	Chromosome	NW_025279759.1	unplaced-scaffold	1228			scaffold149191
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054703.1	Chromosome	NW_025279760.1	unplaced-scaffold	1228			scaffold150906
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054704.1	Chromosome	NW_025279761.1	unplaced-scaffold	1228			scaffold152135
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054705.1	Chromosome	NW_025279762.1	unplaced-scaffold	1228			scaffold152858
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054706.1	Chromosome	NW_025279763.1	unplaced-scaffold	1228			scaffold155513
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054707.1	Chromosome	NW_025279764.1	unplaced-scaffold	1228			scaffold157043
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054708.1	Chromosome	NW_025279765.1	unplaced-scaffold	1228			scaffold160816
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054709.1	Chromosome	NW_025279766.1	unplaced-scaffold	1228			scaffold160885
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054710.1	Chromosome	NW_025279767.1	unplaced-scaffold	1228			scaffold163003
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054711.1	Chromosome	NW_025279768.1	unplaced-scaffold	1228			scaffold18752
GCA_018294505.1	Primary Assembly	Un			JAGHKL010054712.1	Chromosome	NW_025279769.1	unplaced-scaffold	1228			scaffold208425
